,SMILES,NFAs name ,HOMO,LUMO,Eg,Jsc,Voc,FF,PCE,reference
937,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=O)C6=C(C=CC=C6)S5(=O)=O)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=CC(F)=C4)S2(=O)=O)=C3)C=C1,ITBTD,-5.48,-3.63,,5.99,1.11,0.37,2.36,"S. Baik, D.W. Kim, H.-S. Kang, S.H. Hong, S. Park, B.-K. An, S.Y. Park, ITIC derivative acceptors for ternary organic solar cells: fine-tuning of absorption bands, LUMO energy levels, and cascade charge transfer, Sustain. Energy Fuels. 6 (2021) 110–120. https://doi.org/10.1039/D1SE01429C."
938,CCCCCCCCN1C(=O)C2=CC=CC3=C2C(=CC=C3C#CC2=CC=C3C(=O)N(CCCCCC)C(=O)C4=CC=CC2=C43)C1=O,NI-A-C8,-6.02,-3.47,2.55,4.43,1.07,0.55,2.35,"J. Zhang, H. Xiao, X. Zhang, Y. Wu, G. Li, C. Li, X. Chen, W. Ma, Z. Bo, 1,8-Naphthalimide-based nonfullerene acceptors for wide optical band gap polymer solar cells with an ultrathin active layer thickness of 35 nm, J. Mater. Chem. C. 4 (2016) 5656–5663. https://doi.org/10.1039/C6TC01438K."
939,CCCCCCCCC(CCCCCC)CN1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C2C4=C(C=C1)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C4=CC(C1=CC=C(/C=C/C4=CC=C(C5=C6C7=CC=C8C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C9=C8C7=C(C=C9)C7=C6C6=C(C=C7)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C6=C5)S4)S1)=C32,PDI-TVT-PDI,-5.57,-3.71,1.6,6.91,0.81,0.42,2.33,"H.S. Kim, H.J. Park, S.K. Lee, W.S. Shin, C.E. Song, D.-H. Hwang, Effects of the core unit on perylene-diimide-based molecular acceptors in fullerene-free organic solar cells, Org. Electron. 71 (2019) 238–245. https://doi.org/10.1016/j.orgel.2019.05.029."
940,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3SC(C5=C(CCCCCC)C=C(/C=C6C(=O)C7=C(C=CC=C7)C6=C(C#N)C#N)C(CCCCCC)=C5)CC3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3SC(C4=C(CCCCCC)C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)C(CCCCCC)=C4)=CC32)C=C1,,-5.55,-3.82,1.75,5.63,0.92,0.44,2.3,"Y. Liu, Z. Zhang, S. Feng, M. Li, L. Wu, R. Hou, X. Xu, X. Chen, Z. Bo, Exploiting Noncovalently Conformational Locking as a Design Strategy for High Performance Fused-Ring Electron Acceptor Used in Polymer Solar Cells, J. Am. Chem. Soc. 139 (2017) 3356–3359. https://doi.org/10.1021/jacs.7b00566."
941,CCCCC(CC)CN1C(=O)C(C#N)=C(C)/C(=CC2=CC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C5=CC=CC=C5)C=C4)S3)S2)C1=O,R1,-5.4,-3.85,1.57,6.77,0.872,0.38,2.25,"A. Gupta, A. Ali, M. Gao, Th.B. Singh, A. Bilic, S.E. Watkins, U. Bach, R.A. Evans, Small molecules containing rigidified thiophenes and a cyanopyridone acceptor unit for solution-processable bulk-heterojunction solar cells, Dyes Pigments. 119 (2015) 122–132. https://doi.org/10.1016/j.dyepig.2015.03.028."
942,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2/C(=O)C5=CC=CC=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3/C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,IDT-4,-5.86,-4,1.7,7.23,0.54,0.5653,2.21,"N. Terenti, G.-I. Giurgi, L. Szolga, I. Stroia, A. Terec, I. Grosu, A.P. Cri?an, Effect of the Terminal Acceptor Unit on the Performance of Non-Fullerene Indacenodithiophene Acceptors in Organic Solar Cells, Molecules. 27 (2022) 1229. https://doi.org/10.3390/molecules27041229."
943,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2C(=O)C5=C(C=C(F)C(F)=C5)C2=C(C#N)C#N)S3)C2=C3C(=C5C(=C2N4CC(CC)CCCC)C2=C(C=C4C(=C2)C2=C(C=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)N5CC(CC)CCCC)C2=C(C=C4C(=C2)C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)N3CC(CC)CCCC)C=C1,TF1,-5.38,-3.92,,4.76,0.951,0.4889,2.21,"X. Liao, Q. Xie, Y. Guo, Q. He, Z. Chen, N. Yu, P. Zhu, Y. Cui, Z. Ma, X. Xu, H. Zhu, Y. Chen, Inhibiting excessive molecular aggregation to achieve highly efficient and stabilized organic solar cells by introducing a star-shaped nitrogen heterocyclic-ring acceptor, Energy Environ. Sci. 15 (2022) 384–394. https://doi.org/10.1039/D1EE02858H."
944,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C5OCCCOC5=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3OCCCOC3=C/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,IDT-PDOT,-5.39,-3.77,1.43,5.26,0.85,0.489,2.18,"P. Jiang, S. Ming, Q.-Q. Jia, Y. Liu, H. Lu, M. Li, X. Xu, H.-B. Li, Z. Bo, The influence of the π-bridging unit of fused-ring acceptors on the performance of organic solar cells, J. Mater. Chem. A. 6 (2018) 21335–21340. https://doi.org/10.1039/C8TA08410F."
945,CC1=C(/C=C2C(N(CCCCCC)/C(S2)=C(C#N)/C#N)=O)SC(C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)S7)C8=CC=C(CCCCCC)S8)=C(C9=C6C=C(C%10=CC(CC(CC)CCCC)=C(/C=C%11C(N(CCCCCC)/C(S\%11)=C(C#N)C#N)=O)S%10)S9)C=C5C4(C%12=CC=C(CCCCCC)S%12)C%13=CC=C(CCCCCC)S%13)S3)=C1,IT-M1:0.2:0.8,-5.4,-3.62,2.25,4.97,1.165,0.367,2.16,"W. Jiang, R. Yu, Z. Liu, R. Peng, D. Mi, L. Hong, Q. Wei, J. Hou, Y. Kuang, Z. Ge, Ternary Nonfullerene Polymer Solar Cells with 12.16% Efficiency by Introducing One Acceptor with Cascading Energy Level and Complementary Absorption, Adv. Mater. 30 (2018) 1703005. https://doi.org/10.1002/adma.201703005."
946,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C(C#N)C5=NC6=C(C=CC=C6)O5)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C(C#N)C2=NC4=C(C=CC=C4)O2)=C3)C=C1,IDTT-BOA,-5.41,-3.41,1.98,4.95,1.19,0.366,2.16,"Y. Zhao, X. Tang, J. Cao, P. Huang, C. Weng, P. Shen, Balancing the Voc-Jsc trade-off in polymer solar cells based on 2-(benzoxazol-2-yl)-acetonitrile end-capped small-molecule acceptors through asymmetry and halogenation of end groups, Org. Electron. 102 (2022) 106446. https://doi.org/10.1016/j.orgel.2022.106446."
947,CCCCC(CC)CN1C(=O)C(C#N)=C(C)/C(=CC2=CC3=C(I2)C2=C(C=C(C4=CC=C(N(C5=CC=CC=C5)C5=CC=CC=C5)C=C4)B2)N3CC(CC)CCCC)C1=O,2,-5.4,-3.9,1.49,7.33,0.81,0.36,2.14,"A. Gupta, A. Ali, M. Gao, Th.B. Singh, A. Bilic, S.E. Watkins, U. Bach, R.A. Evans, Small molecules containing rigidified thiophenes and a cyanopyridone acceptor unit for solution-processable bulk-heterojunction solar cells, Dyes Pigments. 119 (2015) 122–132. https://doi.org/10.1016/j.dyepig.2015.03.028."
948,CCCCC(CC)CN1C(=O)C2=CC=CC3=C2C(=CC=C3C2=CC=C(C3=C4C(=O)N(CC(CC)CCCC)C(=O)C4=C(C4=CC=C(C5=CC=C6C(=O)N(CC(CC)CCCC)C(=O)C7=CC=CC5=C76)S4)C4=NSN=C43)S2)C1=O,BIBT-NI,-6.06,-3.78,2.28,6.14,0.77,0.442,2.1,"L. Lan, B. Zhao, J. Zhang, Y. Li, Y. Liu, Y. Mai, B. Liao, C. Gao, A naphthalimide end capped imide-fused benzothiadiazole based small molecule acceptor for organic solar cells, New J. Chem. 43 (2019) 3565–3571. https://doi.org/10.1039/C8NJ04896G."
949,CCCCC(CC)CC1=CC=C(C(C2=CC=C(CC(CC)CCCC)S2)=C2C3=CC4=C(C=C3C3=C2N=C(C2=C5C6=CC=C7C(=O)N(CC(CC)CCCC)C(=O)C8=CC=C(C9=CC=C%10C(=O)N(CC(CC)CCCC)C(=O)C(=C2)C%10=C95)C6=C87)S3)C(=C(C2=CC=C(CC(CC)CCCC)S2)C2=CC=C(CC(CC)CCCC)S2)C2N=C(C3=C5C6=CC=C7C(=O)N(CC(CC)CCCC)C(=O)C8=CC=C(C9=CC=C%10C(=O)N(CC(CC)CCCC)C(=O)C(=C3)C%10=C95)C6=C87)SC42)S1,TVIDTzPDI,-5.5,-3.86,1.64,6.88,0.76,0.4,2.09,"Z.-F. Chang, Y. Cai, K.-K. Liu, X.-X. Song, J.-J. Liu, X. Liu, Y. Sun, R. bo Zhang, J.-L. Wang, Rational design of two-dimensional PDI-based small molecular acceptor from extended indacenodithiazole core for organic solar cells, Dyes Pigments. 147 (2017) 31–39. https://doi.org/10.1016/j.dyepig.2017.07.060."
950,CCCCCCCCC(CCC)CN1C2=C(SC(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C1=C(C3=NSN=C32)C2=C(C=C(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)N1CC(CCC)CCCCCCCC,L1,-5.68,-3.79,1.49,7.44,0.69,0.4027,2.07,"Z. Zhang, D. Li, H. Zhang, X. Ma, Y.-N. Chen, A. Zhang, X. Xu, Y. Liu, Z. Ma, Z. Bo, An asymmetric A–DA′D–π-A type non-fullerene acceptor for high-performance organic solar cells, J. Mater. Chem. C. 10 (2022) 2792–2799. https://doi.org/10.1039/D1TC04425G."
951,CCCCCCCCCCCCN1C(=O)C2=CC=CC3=C2C(=CC=C3C2=CC=C(C3=CC=C4C(=O)N(CCCCCCCCCCCC)C(=O)C5=CC=CC3=C54)S2)C1=O,NI-T-NI,-6.07,-3.53,2.54,2.91,1.3,0.53,1.91,"X. Zhang, J. Zhang, H. Lu, J. Wu, G. Li, C. Li, S. Li, Z. Bo, A 1,8-naphthalimide based small molecular acceptor for polymer solar cells with high open circuit voltage, J. Mater. Chem. C. 3 (2015) 6979–6985. https://doi.org/10.1039/C5TC01148E."
952,CCCCCCCCN1N=C2C(/C=C3/SC(=C(C#N)C#N)N(CC)C3=O)=CC=C(C3=CC4=C(C=C3)C3=C(C=C(C5=CC=C(/C=C6/SC(=C(C#N)C#N)N(CC)C6=O)C6=NN(CCCCCCCC)N=C56)C=C3)C43C4=C(C=CC=C4)C4=C3C=CC=C4)C2=N1,BTA23,-5.79,-3.24,2.15,3.98,0.9,0.52,1.86,"X. Wen, B. Xiao, A. Tang, J. Hu, C. Yang, E. Zhou, Wide Band Gap Non-Fullerene Small Molecular Acceptors Containing Spirobifluorene and Benzotriazole with Three Different End-Capped Groups for P3HT-Based Organic Solar Cells, Chin. J. Chem. 36 (2018) 392–398. https://doi.org/10.1002/cjoc.201700792."
953,CCCCC(CC)COC(=O)/C(C#N)=C/C1=CC=C(C2=CC=C(C3=C4OCCOC4=C(C4=CC=C(C5=CC=C(/C=C(C#N)C(=O)OCC(CC)CCCC)S5)S4)S3)S2)S1,SAM-72,-5.46,-3.41,2.05,4.13,0.74,0.6108,1.85,"N.A. Mica, S. a. J. Almahmoud, L.K. Jagadamma, G. Cooke, I.D.W. Samuel, An investigation of the role acceptor side chains play in the processibility and efficiency of organic solar cells fabricated from small molecular donors featuring 3,4-ethylenedioxythiophene cores, RSC Adv. 8 (2018) 39231–39240. https://doi.org/10.1039/C8RA07034B."
954,CCCCCCCCCCC(CCCC)COC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC3=C(S2)C2=C(C4=C(C5=NSN=C52)C2=C(C=C(C5=CC(OCC(CCCC)CCCCCCCCCC)=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S5)S2)N4CC(CCC)CCCCCCCC)N3CC(CCC)CCCCCCCC)=C1,L3,-5.38,-3.87,1.42,4.07,0.91,0.4083,1.78,"Z. Zhang, D. Li, H. Zhang, X. Ma, Y.-N. Chen, A. Zhang, X. Xu, Y. Liu, Z. Ma, Z. Bo, An asymmetric A–DA′D–π-A type non-fullerene acceptor for high-performance organic solar cells, J. Mater. Chem. C. 10 (2022) 2792–2799. https://doi.org/10.1039/D1TC04425G."
955,CCCCC(CC)COC1=CC=C(C(C2=CC=C(OCC(CC)CCCC)C=C2)=C2C3=CC4=C(C=C3C3=C2C=C(/C=C2C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(=C(C2=CC=C(OCC(CC)CCCC)C=C2)C2=CC=C(OCC(CC)CCCC)C=C2)C2=C4SC(/C=C3C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,IDTV-PhIC,-5.52,-3.84,1.55,4.93,0.98,0.3664,1.77,"J. Liang, P. Yin, T. Zheng, G. Wang, X. Zeng, C. Cui, P. Shen, Conjugated side-chain optimization of indacenodithiophene-based nonfullerene acceptors for efficient polymer solar cells, J. Mater. Chem. C. 7 (2019) 10028–10038. https://doi.org/10.1039/C9TC02237F."
956,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2SC(=S)N(CC)C2=O)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3SC(=S)N(CC)C3=O)=C2)C=C1,IDT-2,-5.68,-3.6,2.04,3.91,0.97,0.4556,1.74,"N. Terenti, G.-I. Giurgi, L. Szolga, I. Stroia, A. Terec, I. Grosu, A.P. Cri?an, Effect of the Terminal Acceptor Unit on the Performance of Non-Fullerene Indacenodithiophene Acceptors in Organic Solar Cells, Molecules. 27 (2022) 1229. https://doi.org/10.3390/molecules27041229."
957,CCC(CC)N1C(=O)C2=CC=C3C4=C5C(=CC(C6=CC7=C8C(=CC=C9C%10=C%11C(=CC=C%12C(=O)N(C(CC)CC)C(=O)C(=C%12%11)C=C%10)C6=C98)C(=O)N(C(CC)CC)C7=O)=C6C(=O)N(C(CC)CC)C(=O)C(=C65)C=C4)C4=C3C2=C(C=C4)C1=O,BO-2PDI,-6.09,-3.99,2.1,6.37,0.693,0.389,1.71,"H. Wang, L. Chen, Y. Xiao, A simple molecular structure of ortho-derived perylene diimide diploid for non-fullerene organic solar cells with efficiency over 8%, J. Mater. Chem. A. 5 (2017) 22288–22296. https://doi.org/10.1039/C7TA06804B."
958,CCCCCCCCC1=C(C2=C(F)C(F)=C(C3=C(CCCCCCCC)C(F)=C(C4=C(CCCCCCCC)C(F)=C(C5=C(CCCCCCCC)C(F)=C(C=C(C#N)C#N)S5)S4)S3)S2)SC(C2=C(CCCCCCCC)C(F)=C(C3=C(CCCCCCCC)C(F)=C(C=C(C#N)C#N)S3)S2)=C1F,D7T8F-M,,,,4.4,1.11,0.345,1.7,"T. Duan, M. Babics, A. Seitkhan, Y. Firdaus, R.-Z. Liang, F. Cruciani, S. Liu, S. Lopatin, P.M. Beaujuge, F-Substituted oligothiophenes serve as nonfullerene acceptors in polymer solar cells with open-circuit voltages >1 V, J. Mater. Chem. A. 6 (2018) 9368–9372. https://doi.org/10.1039/C8TA02781A."
959,CCCCCCCCCCCCN1C(=O)C2=CC=CC3=C2C(=CC=C3C2=CC=C(C#CC3=CC=C(C4=C5C=CC=C6C(=O)N(CCCCCCCCCCCC)C(=O)C(=C65)C=C4)S3)S2)C1=O,NI-TAT-NI-C12,-5.83,-3.39,2.44,3.71,1.22,0.36,1.68,"R. Hou, S. Feng, X. Gong, Y. Liu, J. Zhang, C. Li, Z. Bo, Side chain effect of nonfullerene acceptors on the photovoltaic performance of wide band gap polymer solar cells, Synth. Met. 220 (2016) 578–584. https://doi.org/10.1016/j.synthmet.2016.07.015."
960,CCCCCCCCC(CCCCCC)CN1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C3C(C2=CC=CS2)=C2C3=C4C(=CC=C3)C=CC=C4C2=C1C1=CC=CS1,AFI2,-6.03,-3.55,2.48,3.4,0.81,0.6,1.64,"L. Ding, C.-Y. Yang, Y.-Q. Zheng, J.-Y. Wang, J. Pei, Z. Su, Acenaphtho[1, 2-k]fluoranthene-Fused Diimide Derivatives: An Investigation of the Relationship Between Molecular Structure and Device Performance, Asian J. Org. Chem. 6 (2017) 1231–1234. https://doi.org/10.1002/ajoc.201700203."
961,CCCCCCCCC1=C(C2=CC=C(CCCCCC)S2)SC(C2=CC=C(C3=CC(CCCCCCCC)=C(C4=CC(CC(CC)CCCC)=C(C5=NC6=C(N=C(C7=C(CC(CC)CCCC)C=C(C8=C(CCCCCCCC)C=C(C9=CC=C(C%10=CC(CCCCCCCC)=C(C%11=CC=C(CCCCCC)S%11)S%10)C%10=NSN=C9%10)S8)S7)S6)S5)S4)S3)C3=NSN=C23)=C1,DTTz-DTBTT,-5.05,-3.07,,5.11,0.66,0.483,1.64,"Y. Chen, Z. Du, W. Chen, S. Wen, L. Sun, Q. Liu, M. Sun, R. Yang, New small molecules with thiazolothiazole and benzothiadiazole acceptors for solution-processed organic solar cells, New J. Chem. 38 (2014) 1559–1564. https://doi.org/10.1039/C3NJ01457F."
962,CCCCCCCCC(CCCCCCCC)N1C2=C(C=CC(C3=CC=C(C=C4C(=O)N(C)C(=O)N(C)C4=O)S3)=C2)C2=C1C=C(C1=CC=C(C=C3C(=O)N(C)C(=O)N(C)C3=O)S1)C=C2,Cz-BAR,-5.63,-3.51,2.1,3.06,0.88,0.58,1.57,"E. Lim, Two A-D-A-type Non-Fullerene Small Molecule Acceptors Based on 1,3-Dimethylbarbituric Acid for OPVs, Bull. Korean Chem. Soc. 38 (2017) 285–288. https://doi.org/10.1002/bkcs.11071."
963,CCCCCCC(CCCC)C1=C(C2=CC(C3=CC=CC=C3)=C(C3=C(C4=CC=CC=C4)C=C(C4=C(C(CCCC)CCCCCC)C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,A4T-21,-5.89,-3.92,,5.55,0.936,0.303,1.57,"L. Ma, S. Zhang, J. Zhu, J. Wang, J. Ren, J. Zhang, J. Hou, Completely non-fused electron acceptor with 3D-interpenetrated crystalline structure enables efficient and stable organic solar cell, Nat. Commun. 12 (2021) 5093. https://doi.org/10.1038/s41467-021-25394-w."
964,CCCCC(CC)CC1=CC=C(C(C2=CC=C(CC(CC)CCCC)S2)=C2C3=CC4=C(C=C3C3=C2C=C(C2=C5C6=CC=C7C(=O)N(CC(CC)CCCC)C(=O)C8=CC=C(C9=CC=C%10C(=O)N(CC(CC)CCCC)C(=O)C(=C2)C%10=C95)C6=C87)S3)C(=C(C2=CC=C(CC(CC)CCCC)S2)C2=CC=C(CC(CC)CCCC)S2)C2C=C(C3=C5C6=CC=C7C(=O)N(CC(CC)CCCC)C(=O)C8=CC=C(C9=CC=C%10C(=O)N(CC(CC)CCCC)C(=O)C(=C3)C%10=C95)C6=C87)SC42)S1,TVIDTPDI,-5.48,-3.85,1.63,4.96,0.79,0.38,1.5,"Z.-F. Chang, Y. Cai, K.-K. Liu, X.-X. Song, J.-J. Liu, X. Liu, Y. Sun, R. bo Zhang, J.-L. Wang, Rational design of two-dimensional PDI-based small molecular acceptor from extended indacenodithiazole core for organic solar cells, Dyes Pigments. 147 (2017) 31–39. https://doi.org/10.1016/j.dyepig.2017.07.060."
965,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=C4OCCOC4=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)=C3)C=C1,IDTT-ED-2F,-5.47,-3.81,1.49,5.1,0.91,0.3175,1.5,"S.J. Jeon, Y.H. Kim, I.N. Kim, N.G. Yang, J.H. Yun, D.K. Moon, Utilizing 3,4-ethylenedioxythiophene (EDOT)-bridged non-fullerene acceptors for efficient organic solar cells, J. Energy Chem. 65 (2022) 194–204. https://doi.org/10.1016/j.jechem.2021.05.032."
966,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(C5=C6C(=O)N(CC(CC)CCCC)C(C7=CC=C(/C=C8/SC(=S)N(CC)C8=O)S7)=C6C(=O)N5CC(CC)CCCC)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(C4=C5C(=O)N(CC(CC)CCCC)C(C6=CC=C(/C=C7/SC(=S)N(CC)C7=O)S6)=C5C(=O)N4CC(CC)CCCC)S3)=C2)C=C1,IDT-DPP-R,-5.39,-3.55,,4.07,0.65,0.544,1.42,"T. Li, J. Wang, H. Chen, P. Cheng, S. Huang, Y. Lin, H. Yu, X. Zhan, Nonfullerene acceptor with strong near-infrared absorption for polymer solar cells, Dyes Pigments. 137 (2017) 553–559. https://doi.org/10.1016/j.dyepig.2016.11.005."
967,COCCOCCOCCOC1=CC=C(C2(C3=CC=C(OCCOCCOCCOC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(OCCOCCOCCOC)C=C2)(C2=CC=C(OCCOCCOCCOC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1,ITIC‐OEG,-5.39,-3.99,1.54,3.56,0.9,0.49,1.42,"B. Jang, C. Lee, Y.W. Lee, D. Kim, M.A. Uddin, F.S. Kim, B.J. Kim, H.Y. Woo, A High Dielectric N-Type Small Molecular Acceptor Containing Oligoethyleneglycol Side-Chains for Organic Solar Cells, Chin. J. Chem. 36 (2018) 199–205. https://doi.org/10.1002/cjoc.201700629."
968,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(C4=CC5=C(S4)C6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C(SC(C%12=C(OCC(CC)CCCC)C=C(/C=C%13C(C(C=C(F)C=C%14)=C%14C\%13=C(C#N)/C#N)=O)S%12)=C%15)=C%15S%11)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5)S3,ITOTIC-2F,-5.22,-4.11,1.32,3.4,0.794,0.53,1.4,"J. Lee, S.-J. Ko, M. Seifrid, H. Lee, C. McDowell, B.R. Luginbuhl, A. Karki, K. Cho, T.-Q. Nguyen, G.C. Bazan, Design of Nonfullerene Acceptors with Near-Infrared Light Absorption Capabilities, Adv. Energy Mater. 8 (2018) 1801209. https://doi.org/10.1002/aenm.201801209."
969,CC#CC1=C2N=C3C=C4CC5(CC4=CC3=NC2=C(C#CC)C2=NSN=C21)CC1=CC2=NC3=C(C#CC)C4=NSN=C4C(C#CC)=C3N=C2C=C1C5,4,,,,5.1,0.7,0.3856,1.39,"L. Ahrens, Y.J. Hofstetter, B. Celik, J.F. Butscher, F. Rominger, J. Freudenberg, Y. Vaynzof, U.H.F. Bunz, Dimeric Phenazinothiadiazole Acceptors in Bulk Heterojunction Solar Cells, Org. Mater. 03 (2021) 168–173. https://doi.org/10.1055/s-0041-1726459."
970,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=O)C6=C(C=CC=C6)S5(=O)=O)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2/C(=C(C#N)C#N)C4=C(C=CC=C4)S2(=O)=O)=C3)C=C1,ITBTD-ICS,-5.49,3.99,,5.23,0.77,0.34,1.37,"S. Baik, D.W. Kim, H.-S. Kang, S.H. Hong, S. Park, B.-K. An, S.Y. Park, ITIC derivative acceptors for ternary organic solar cells: fine-tuning of absorption bands, LUMO energy levels, and cascade charge transfer, Sustain. Energy Fuels. 6 (2021) 110–120. https://doi.org/10.1039/D1SE01429C."
971,CC#CCC1=C2N=C3C=C4C(=CC3=NC2=C(C#CC)C2=NSN=C21)C1(C)CCC4(C)C2=CC3=NC4=C(C#CC)C5=NSN=C5C(C#CC)=C4N=C3C=C21,3,,,,4.62,0.73,0.3844,1.29,"L. Ahrens, Y.J. Hofstetter, B. Celik, J.F. Butscher, F. Rominger, J. Freudenberg, Y. Vaynzof, U.H.F. Bunz, Dimeric Phenazinothiadiazole Acceptors in Bulk Heterojunction Solar Cells, Org. Mater. 03 (2021) 168–173. https://doi.org/10.1055/s-0041-1726459."
972,CCCCCCCCC1(CCCCCCCC)C2=C(C=CC(C3=CC=C(C=C4C(=O)N(C)C(=O)N(C)C4=O)S3)=C2)C2=C1C=C(C1=CC=C(C=C3C(=O)N(C)C(=O)N(C)C3=O)S1)C=C2,Flu-BAR,-5.81,-3.53,2.15,2.49,0.9,0.57,1.28,"E. Lim, Two A-D-A-type Non-Fullerene Small Molecule Acceptors Based on 1,3-Dimethylbarbituric Acid for OPVs, Bull. Korean Chem. Soc. 38 (2017) 285–288. https://doi.org/10.1002/bkcs.11071."
973,CC#CC1=C2N=C3C=C4C(=CC3=NC2=C(C#CC)C2=NSN=C21)C1(CC4(C)C)CC(C)(C)C2=CC3=NC4=C(C#CC)C5=NSN=C5C(C#CC)=C4N=C3C=C21,B,,,,4.85,0.7,0.3782,1.28,"L. Ahrens, Y.J. Hofstetter, B. Celik, J.F. Butscher, F. Rominger, J. Freudenberg, Y. Vaynzof, U.H.F. Bunz, Dimeric Phenazinothiadiazole Acceptors in Bulk Heterojunction Solar Cells, Org. Mater. 03 (2021) 168–173. https://doi.org/10.1055/s-0041-1726459."
